Project_ID,Project_Name,Project_Type,Team_Size,Budget,Duration,Tech_Stack,Project_Phase,Risk_Description,Risk_Category,Risk_Severity,Risk_Impact,Risk_Status,Mitigation_Strategy,Outcome
P08627,Project 8627,Mobile App,14,343,4,"Laravel, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,SDM,Medium,High,Terjadi,Redundansi sensor dan buffer data,Gagal
P08628,Project 8628,Web Dev,12,460,12,"Java, SAP",Eksekusi,Error sistem saat UAT,Scope,Medium,Medium,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08629,Project 8629,Mobile App,8,876,16,"Python, Node-RED",Penutupan,Dataset tidak cukup representatif,Waktu,Medium,High,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P08630,Project 8630,ERP,11,784,8,"Laravel, MySQL",Eksekusi,Estimasi waktu yang tidak realistis,Scope,Medium,Medium,Potensial,Tambahkan data latih dari proyek sebelumnya,Gagal
P08631,Project 8631,ERP,4,480,9,"C#, SQL Server",Perencanaan,Estimasi waktu yang tidak realistis,Teknis,High,Medium,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P08632,Project 8632,AI,7,607,8,"Flutter, Firebase",Penutupan,Modul pembayaran gagal terkoneksi,SDM,High,Medium,Terjadi,Redundansi sensor dan buffer data,Tertunda
P08633,Project 8633,AI / IoT,3,230,12,"PHP, MySQL",Penutupan,Sensor gagal mengirim data real-time,Waktu,High,High,Terjadi,Workshop bersama stakeholder,Gagal
P08634,Project 8634,AI,12,601,13,"AWS, Python",Perencanaan,Server downtime during deployment,Scope,Low,Low,Potensial,Fix bug dan ulang UAT,Gagal
P08635,Project 8635,Infrastruktur,3,752,6,"AWS, Python",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,High,Low,Potensial,Workshop bersama stakeholder,Gagal
P08636,Project 8636,Web Dev,4,271,11,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,High,Low,Terjadi,Redundansi sensor dan buffer data,Berhasil
P08637,Project 8637,AI,7,355,8,"React, Node.js, MongoDB",Penutupan,Dataset tidak cukup representatif,SDM,High,Medium,Potensial,Revisi WBS dan perencanaan ulang,Berhasil
P08638,Project 8638,AI / IoT,8,506,16,"AWS, Python",Penutupan,Kurangnya dokumentasi,Waktu,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P08639,Project 8639,Infrastruktur,9,683,6,"Python, Node-RED",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Medium,Low,Terjadi,Workshop bersama stakeholder,Gagal
P08640,Project 8640,AI / IoT,13,715,9,"Flutter, Firebase",Eksekusi,Estimasi waktu yang tidak realistis,Teknis,High,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08641,Project 8641,Web Dev,9,509,16,"AWS, Python",Penutupan,Server downtime during deployment,SDM,High,Medium,Terjadi,Rekrut developer pengganti sementara,Gagal
P08642,Project 8642,AI / IoT,12,820,6,"Java, SAP",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Low,High,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P08643,Project 8643,AI,14,916,7,"PHP, MySQL",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Teknis,High,Low,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P08644,Project 8644,Web Dev,3,121,5,"C#, SQL Server",Eksekusi,Developer utama mengundurkan diri,Waktu,Low,Medium,Potensial,Redundansi sensor dan buffer data,Berhasil
P08645,Project 8645,Web Dev,9,801,15,"AWS, Python",Perencanaan,Error sistem saat UAT,Teknis,Low,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P08646,Project 8646,Mobile App,12,543,5,"Python, TensorFlow",Eksekusi,Error sistem saat UAT,Waktu,High,Medium,Potensial,Audit ulang pipeline,Berhasil
P08647,Project 8647,AI,12,625,6,"React, Node.js, MongoDB",Penutupan,Error sistem saat UAT,Teknis,High,High,Potensial,Fix bug dan ulang UAT,Gagal
P08648,Project 8648,Mobile App,12,671,6,"AWS, Python",Penutupan,Modul pembayaran gagal terkoneksi,Teknis,Low,Medium,Terjadi,Fix bug dan ulang UAT,Berhasil
P08649,Project 8649,Web Dev,10,800,5,"Laravel, MySQL",Eksekusi,Kurangnya dokumentasi,Scope,Medium,Medium,Terjadi,Redundansi sensor dan buffer data,Berhasil
P08650,Project 8650,AI,15,968,5,"PHP, MySQL",Penutupan,Sensor gagal mengirim data real-time,SDM,High,High,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P08651,Project 8651,AI,6,117,12,"Docker, Jenkins, Python",Perencanaan,Kurangnya dokumentasi,SDM,Medium,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08652,Project 8652,Mobile App,11,670,16,"Flutter, Firebase",Perencanaan,Error sistem saat UAT,Teknis,Medium,Low,Potensial,Redundansi sensor dan buffer data,Gagal
P08653,Project 8653,AI,3,551,13,"Python, Node-RED",Eksekusi,Server downtime during deployment,Scope,Low,Medium,Terjadi,Workshop bersama stakeholder,Tertunda
P08654,Project 8654,Web Dev,13,703,5,"Laravel, MySQL",Perencanaan,Developer utama mengundurkan diri,Waktu,Low,Medium,Potensial,Jadwal ulang deployment pada malam hari,Berhasil
P08655,Project 8655,Enterprise,9,429,6,"Laravel, MySQL",Eksekusi,Estimasi waktu yang tidak realistis,Waktu,Medium,Low,Potensial,Rekrut developer pengganti sementara,Tertunda
P08656,Project 8656,Enterprise,13,337,4,"AWS, Python",Penutupan,Error sistem saat UAT,Scope,Low,High,Terjadi,Audit ulang pipeline,Berhasil
P08657,Project 8657,Enterprise,11,773,7,"Java, SAP",Eksekusi,Server downtime during deployment,Teknis,Medium,Low,Potensial,Redundansi sensor dan buffer data,Tertunda
P08658,Project 8658,ERP,9,493,12,"React, Node.js, MongoDB",Penutupan,Dataset tidak cukup representatif,SDM,High,Low,Potensial,Tambahkan fallback koneksi & testing,Gagal
P08659,Project 8659,AI / IoT,5,138,7,"AWS, Python",Perencanaan,Modul pembayaran gagal terkoneksi,SDM,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P08660,Project 8660,Enterprise,15,920,14,"C#, SQL Server",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Low,Medium,Potensial,Audit ulang pipeline,Berhasil
P08661,Project 8661,Mobile App,12,609,6,"PHP, MySQL",Eksekusi,Dataset tidak cukup representatif,Scope,Low,Low,Potensial,Jadwal ulang deployment pada malam hari,Gagal
P08662,Project 8662,AI,12,601,4,"AWS, Python",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,Medium,Medium,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P08663,Project 8663,Infrastruktur,6,691,15,"React, Node.js, MongoDB",Penutupan,Developer utama mengundurkan diri,Teknis,Low,Medium,Potensial,Workshop bersama stakeholder,Berhasil
P08664,Project 8664,Infrastruktur,12,388,12,"Java, SAP",Perencanaan,Estimasi waktu yang tidak realistis,Teknis,Low,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08665,Project 8665,AI,7,862,8,"Flutter, Firebase",Perencanaan,Sensor gagal mengirim data real-time,Waktu,High,Low,Terjadi,Redundansi sensor dan buffer data,Berhasil
P08666,Project 8666,AI,10,487,16,"C#, SQL Server",Perencanaan,Kurangnya dokumentasi,Waktu,High,Medium,Terjadi,Fix bug dan ulang UAT,Gagal
P08667,Project 8667,ERP,3,139,16,"Python, TensorFlow",Penutupan,Developer utama mengundurkan diri,SDM,High,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P08668,Project 8668,Web Dev,10,154,9,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Waktu,Medium,Medium,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P08669,Project 8669,AI,15,656,10,"React, Node.js, MongoDB",Penutupan,Dataset tidak cukup representatif,Teknis,Low,Low,Potensial,Tambahkan fallback koneksi & testing,Gagal
P08670,Project 8670,AI / IoT,4,927,10,"Flutter, Firebase",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Waktu,High,Medium,Potensial,Audit ulang pipeline,Berhasil
P08671,Project 8671,AI,4,549,14,"Python, TensorFlow",Eksekusi,Sensor gagal mengirim data real-time,Scope,Low,Low,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P08672,Project 8672,AI / IoT,8,235,7,"Java, SAP",Penutupan,Error sistem saat UAT,Waktu,High,Low,Potensial,Workshop bersama stakeholder,Gagal
P08673,Project 8673,Web Dev,9,959,5,"Java, SAP",Eksekusi,Error sistem saat UAT,Teknis,Medium,High,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P08674,Project 8674,Web Dev,10,781,10,"Docker, Jenkins, Python",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,Medium,High,Terjadi,Workshop bersama stakeholder,Gagal
P08675,Project 8675,AI / IoT,13,192,4,"React, Node.js, MongoDB",Perencanaan,Error sistem saat UAT,Teknis,High,Medium,Potensial,Fix bug dan ulang UAT,Tertunda
P08676,Project 8676,Web Dev,9,345,8,"Laravel, MySQL",Perencanaan,Developer utama mengundurkan diri,Teknis,Medium,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08677,Project 8677,Mobile App,8,916,14,"Flutter, Firebase",Penutupan,Server downtime during deployment,Teknis,High,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P08678,Project 8678,AI,12,271,16,"PHP, MySQL",Perencanaan,Developer utama mengundurkan diri,Waktu,Medium,Low,Potensial,Redundansi sensor dan buffer data,Tertunda
P08679,Project 8679,AI / IoT,9,552,13,"Python, TensorFlow",Perencanaan,Estimasi waktu yang tidak realistis,Scope,Low,Medium,Terjadi,Fix bug dan ulang UAT,Tertunda
P08680,Project 8680,Enterprise,12,552,4,"Java, SAP",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,Low,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P08681,Project 8681,Mobile App,15,907,13,"Java, SAP",Eksekusi,Server downtime during deployment,SDM,High,Medium,Potensial,Rekrut developer pengganti sementara,Gagal
P08682,Project 8682,AI,8,178,11,"Laravel, MySQL",Eksekusi,Sensor gagal mengirim data real-time,SDM,Low,Medium,Potensial,Rekrut developer pengganti sementara,Tertunda
P08683,Project 8683,AI / IoT,14,333,14,"C#, SQL Server",Eksekusi,Server downtime during deployment,Scope,High,Medium,Potensial,Redundansi sensor dan buffer data,Gagal
P08684,Project 8684,AI,10,694,11,"Python, TensorFlow",Perencanaan,Server downtime during deployment,Scope,Medium,Medium,Potensial,Redundansi sensor dan buffer data,Berhasil
P08685,Project 8685,AI / IoT,11,161,6,"Laravel, MySQL",Perencanaan,Dataset tidak cukup representatif,Teknis,Low,Medium,Potensial,Fix bug dan ulang UAT,Gagal
P08686,Project 8686,AI / IoT,3,358,10,"Java, SAP",Perencanaan,Modul pembayaran gagal terkoneksi,Waktu,High,Low,Terjadi,Redundansi sensor dan buffer data,Tertunda
P08687,Project 8687,Mobile App,14,895,9,"Java, SAP",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,High,Medium,Terjadi,Redundansi sensor dan buffer data,Tertunda
P08688,Project 8688,ERP,3,209,13,"React, Node.js, MongoDB",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Scope,High,High,Potensial,Redundansi sensor dan buffer data,Gagal
P08689,Project 8689,Enterprise,11,756,13,"C#, SQL Server",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Medium,Low,Potensial,Rekrut developer pengganti sementara,Tertunda
P08690,Project 8690,Web Dev,5,749,12,"Flutter, Firebase",Perencanaan,Dataset tidak cukup representatif,Teknis,Low,High,Potensial,Tambahkan fallback koneksi & testing,Berhasil
P08691,Project 8691,ERP,11,283,5,"C#, SQL Server",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,SDM,Medium,Low,Terjadi,Tambahkan fallback koneksi & testing,Tertunda
P08692,Project 8692,AI / IoT,9,651,8,"Python, Node-RED",Eksekusi,Server downtime during deployment,Teknis,Medium,High,Terjadi,Workshop bersama stakeholder,Tertunda
P08693,Project 8693,Enterprise,7,491,9,"PHP, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Gagal
P08694,Project 8694,Mobile App,12,614,5,"Python, TensorFlow",Eksekusi,Developer utama mengundurkan diri,Waktu,High,Low,Terjadi,Audit ulang pipeline,Gagal
P08695,Project 8695,AI / IoT,9,878,4,"Laravel, MySQL",Eksekusi,Developer utama mengundurkan diri,Waktu,Low,High,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P08696,Project 8696,Mobile App,11,127,6,"Python, TensorFlow",Perencanaan,Dataset tidak cukup representatif,Teknis,High,Medium,Terjadi,Fix bug dan ulang UAT,Berhasil
P08697,Project 8697,Infrastruktur,5,985,13,"Python, TensorFlow",Eksekusi,Server downtime during deployment,Teknis,Medium,Low,Potensial,Workshop bersama stakeholder,Gagal
P08698,Project 8698,AI,6,777,9,"React, Node.js, MongoDB",Perencanaan,Error sistem saat UAT,Waktu,Low,Medium,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P08699,Project 8699,Mobile App,15,427,7,"Python, TensorFlow",Penutupan,Error sistem saat UAT,Waktu,High,Low,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P08700,Project 8700,Enterprise,9,337,15,"Java, SAP",Perencanaan,Error sistem saat UAT,Teknis,High,High,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P08701,Project 8701,Infrastruktur,10,841,13,"PHP, MySQL",Penutupan,Error sistem saat UAT,Scope,Low,Medium,Potensial,Workshop bersama stakeholder,Gagal
P08702,Project 8702,Web Dev,10,744,9,"Flutter, Firebase",Perencanaan,Server downtime during deployment,Waktu,Medium,Low,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P08703,Project 8703,Infrastruktur,13,262,16,"Laravel, MySQL",Eksekusi,Dataset tidak cukup representatif,SDM,Low,Low,Potensial,Audit ulang pipeline,Berhasil
P08704,Project 8704,Infrastruktur,14,576,8,"React, Node.js, MongoDB",Penutupan,Server downtime during deployment,Teknis,High,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P08705,Project 8705,Web Dev,10,508,13,"PHP, MySQL",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,Low,High,Terjadi,Redundansi sensor dan buffer data,Berhasil
P08706,Project 8706,Enterprise,13,383,4,"Docker, Jenkins, Python",Eksekusi,Kurangnya dokumentasi,Scope,Low,Medium,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P08707,Project 8707,AI,10,603,5,"C#, SQL Server",Penutupan,Server downtime during deployment,Teknis,Low,High,Terjadi,Jadwal ulang deployment pada malam hari,Berhasil
P08708,Project 8708,Web Dev,7,877,4,"Laravel, MySQL",Penutupan,Error sistem saat UAT,Waktu,High,High,Potensial,Rekrut developer pengganti sementara,Tertunda
P08709,Project 8709,Enterprise,14,257,10,"React, Node.js, MongoDB",Penutupan,Salah konfigurasi pipeline CI/CD,Waktu,Low,Medium,Terjadi,Fix bug dan ulang UAT,Berhasil
P08710,Project 8710,Enterprise,8,157,4,"AWS, Python",Penutupan,Error sistem saat UAT,Scope,Medium,Low,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P08711,Project 8711,AI,13,124,9,"PHP, MySQL",Eksekusi,Modul pembayaran gagal terkoneksi,Teknis,Low,Medium,Potensial,Rekrut developer pengganti sementara,Berhasil
P08712,Project 8712,Infrastruktur,14,275,14,"C#, SQL Server",Penutupan,Kurangnya dokumentasi,Waktu,High,High,Terjadi,Tambahkan fallback koneksi & testing,Berhasil
P08713,Project 8713,ERP,6,582,14,"Java, SAP",Perencanaan,Server downtime during deployment,SDM,Low,High,Terjadi,Fix bug dan ulang UAT,Gagal
P08714,Project 8714,Infrastruktur,4,481,12,"Docker, Jenkins, Python",Eksekusi,Developer utama mengundurkan diri,Scope,High,Medium,Potensial,Rekrut developer pengganti sementara,Berhasil
P08715,Project 8715,Enterprise,12,700,12,"Docker, Jenkins, Python",Perencanaan,Developer utama mengundurkan diri,SDM,Medium,High,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P08716,Project 8716,AI / IoT,5,639,14,"Java, SAP",Eksekusi,Server downtime during deployment,Teknis,Low,Medium,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P08717,Project 8717,AI / IoT,3,930,13,"Flutter, Firebase",Penutupan,Kurangnya dokumentasi,Teknis,High,High,Potensial,Rekrut developer pengganti sementara,Gagal
P08718,Project 8718,ERP,7,486,10,"Python, Node-RED",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,High,Medium,Potensial,Jadwal ulang deployment pada malam hari,Gagal
P08719,Project 8719,Mobile App,9,854,4,"Java, SAP",Penutupan,Kurangnya dokumentasi,SDM,High,Low,Terjadi,Workshop bersama stakeholder,Tertunda
P08720,Project 8720,ERP,11,616,15,"Laravel, MySQL",Perencanaan,Dataset tidak cukup representatif,Scope,Medium,Low,Potensial,Fix bug dan ulang UAT,Berhasil
P08721,Project 8721,Web Dev,6,570,11,"React, Node.js, MongoDB",Penutupan,Estimasi waktu yang tidak realistis,Teknis,Medium,High,Potensial,Fix bug dan ulang UAT,Berhasil
P08722,Project 8722,Mobile App,14,920,14,"Python, TensorFlow",Penutupan,Dataset tidak cukup representatif,Teknis,Medium,High,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P08723,Project 8723,Web Dev,5,955,7,"Flutter, Firebase",Penutupan,Modul pembayaran gagal terkoneksi,Scope,High,Low,Terjadi,Audit ulang pipeline,Gagal
P08724,Project 8724,AI,4,187,16,"Python, Node-RED",Penutupan,Developer utama mengundurkan diri,SDM,Medium,High,Terjadi,Workshop bersama stakeholder,Gagal
P08725,Project 8725,AI / IoT,14,789,9,"C#, SQL Server",Perencanaan,Developer utama mengundurkan diri,Waktu,Low,Low,Terjadi,Jadwal ulang deployment pada malam hari,Gagal
P08726,Project 8726,Mobile App,9,196,15,"Python, Node-RED",Penutupan,Error sistem saat UAT,Scope,Medium,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P08727,Project 8727,Mobile App,4,227,6,"Java, SAP",Penutupan,Kurangnya dokumentasi,Scope,High,High,Terjadi,Rekrut developer pengganti sementara,Gagal
P08728,Project 8728,Enterprise,7,139,7,"Laravel, MySQL",Penutupan,Developer utama mengundurkan diri,Teknis,Low,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Gagal
P08729,Project 8729,Mobile App,12,885,5,"Laravel, MySQL",Penutupan,Server downtime during deployment,Scope,High,High,Terjadi,Fix bug dan ulang UAT,Tertunda
P08730,Project 8730,Enterprise,11,324,15,"C#, SQL Server",Penutupan,Kurangnya dokumentasi,Teknis,High,Low,Potensial,Workshop bersama stakeholder,Tertunda
P08731,Project 8731,AI / IoT,5,835,4,"Python, TensorFlow",Perencanaan,Server downtime during deployment,Teknis,High,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P08732,Project 8732,Enterprise,8,338,16,"Python, Node-RED",Eksekusi,Sensor gagal mengirim data real-time,Waktu,High,Low,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P08733,Project 8733,AI,6,549,16,"Python, TensorFlow",Eksekusi,Estimasi waktu yang tidak realistis,Teknis,Low,Medium,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P08734,Project 8734,ERP,7,401,9,"Docker, Jenkins, Python",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,SDM,High,High,Potensial,Revisi WBS dan perencanaan ulang,Gagal
P08735,Project 8735,Web Dev,9,421,13,"Flutter, Firebase",Perencanaan,Dataset tidak cukup representatif,Teknis,High,High,Potensial,Audit ulang pipeline,Gagal
P08736,Project 8736,Web Dev,11,510,14,"AWS, Python",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Scope,Medium,Low,Potensial,Redundansi sensor dan buffer data,Berhasil
P08737,Project 8737,AI / IoT,8,324,16,"Python, Node-RED",Eksekusi,Salah konfigurasi pipeline CI/CD,Waktu,Medium,High,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Tertunda
P08738,Project 8738,ERP,15,888,10,"Flutter, Firebase",Penutupan,Sensor gagal mengirim data real-time,Teknis,Medium,Medium,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P08739,Project 8739,ERP,9,354,4,"Laravel, MySQL",Eksekusi,Developer utama mengundurkan diri,SDM,Medium,Low,Terjadi,Rekrut developer pengganti sementara,Berhasil
P08740,Project 8740,AI,13,585,10,"Flutter, Firebase",Eksekusi,Error sistem saat UAT,SDM,High,Low,Potensial,Redundansi sensor dan buffer data,Tertunda
P08741,Project 8741,Enterprise,6,933,10,"Flutter, Firebase",Eksekusi,Kurangnya dokumentasi,Teknis,Low,Medium,Terjadi,Rekrut developer pengganti sementara,Berhasil
P08742,Project 8742,Web Dev,4,680,11,"Docker, Jenkins, Python",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,Low,Medium,Terjadi,Redundansi sensor dan buffer data,Berhasil
P08743,Project 8743,AI,11,551,9,"Docker, Jenkins, Python",Perencanaan,Server downtime during deployment,Scope,Low,Low,Potensial,Jadwal ulang deployment pada malam hari,Gagal
P08744,Project 8744,Enterprise,8,153,7,"Python, TensorFlow",Eksekusi,Server downtime during deployment,Waktu,Medium,High,Potensial,Rekrut developer pengganti sementara,Tertunda
P08745,Project 8745,Mobile App,11,539,14,"C#, SQL Server",Penutupan,Modul pembayaran gagal terkoneksi,Waktu,Medium,High,Terjadi,Redundansi sensor dan buffer data,Tertunda
P08746,Project 8746,Enterprise,5,121,10,"Flutter, Firebase",Penutupan,Sensor gagal mengirim data real-time,Teknis,Low,Medium,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08747,Project 8747,Mobile App,13,689,16,"Flutter, Firebase",Penutupan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,Medium,Low,Terjadi,Jadwal ulang deployment pada malam hari,Tertunda
P08748,Project 8748,Enterprise,6,160,9,"Python, TensorFlow",Penutupan,Kurangnya dokumentasi,Waktu,Medium,High,Terjadi,Fix bug dan ulang UAT,Gagal
P08749,Project 8749,Enterprise,5,826,14,"PHP, MySQL",Penutupan,Server downtime during deployment,Scope,High,High,Terjadi,Audit ulang pipeline,Berhasil
P08750,Project 8750,AI / IoT,7,933,11,"Java, SAP",Perencanaan,Kurangnya dokumentasi,Waktu,Medium,High,Terjadi,Revisi WBS dan perencanaan ulang,Tertunda
P08751,Project 8751,Web Dev,6,884,9,"PHP, MySQL",Eksekusi,Estimasi waktu yang tidak realistis,Scope,Low,Low,Potensial,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08752,Project 8752,ERP,3,111,7,"C#, SQL Server",Eksekusi,Kurangnya dokumentasi,Waktu,High,High,Terjadi,Fix bug dan ulang UAT,Berhasil
P08753,Project 8753,ERP,10,739,13,"Flutter, Firebase",Perencanaan,Kurangnya dokumentasi,Waktu,Medium,Low,Potensial,Tambahkan fallback koneksi & testing,Tertunda
P08754,Project 8754,Infrastruktur,5,781,7,"Java, SAP",Penutupan,Error sistem saat UAT,SDM,High,High,Terjadi,Tambahkan data latih dari proyek sebelumnya,Tertunda
P08755,Project 8755,ERP,7,332,10,"C#, SQL Server",Perencanaan,Estimasi waktu yang tidak realistis,Waktu,Medium,Low,Potensial,Rekrut developer pengganti sementara,Gagal
P08756,Project 8756,Mobile App,7,514,6,"PHP, MySQL",Penutupan,Developer utama mengundurkan diri,Waktu,Low,Medium,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Gagal
P08757,Project 8757,AI,5,648,4,"Java, SAP",Eksekusi,Salah konfigurasi pipeline CI/CD,Scope,High,High,Terjadi,Revisi WBS dan perencanaan ulang,Gagal
P08758,Project 8758,ERP,9,692,13,"Laravel, MySQL",Penutupan,Sensor gagal mengirim data real-time,Waktu,Low,Medium,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P08759,Project 8759,Enterprise,13,625,13,"Python, TensorFlow",Perencanaan,Tujuan proyek tidak didefinisikan dengan baik,Teknis,High,Low,Terjadi,Audit ulang pipeline,Gagal
P08760,Project 8760,AI / IoT,5,260,16,"AWS, Python",Eksekusi,Estimasi waktu yang tidak realistis,Teknis,Low,Low,Terjadi,Tambahkan fallback koneksi & testing,Gagal
P08761,Project 8761,Infrastruktur,12,932,10,"Flutter, Firebase",Penutupan,Error sistem saat UAT,Teknis,Low,Low,Potensial,Revisi WBS dan perencanaan ulang,Tertunda
P08762,Project 8762,AI,5,308,13,"Python, Node-RED",Perencanaan,Sensor gagal mengirim data real-time,Scope,Low,Low,Potensial,Tambahkan data latih dari proyek sebelumnya,Berhasil
P08763,Project 8763,Mobile App,5,663,10,"Flutter, Firebase",Penutupan,Kurangnya dokumentasi,Teknis,High,Medium,Terjadi,Tambahkan data latih dari proyek sebelumnya,Berhasil
P08764,Project 8764,AI / IoT,7,271,16,"C#, SQL Server",Perencanaan,Developer utama mengundurkan diri,SDM,Medium,Medium,Potensial,Tambahkan fallback koneksi & testing,Gagal
P08765,Project 8765,Infrastruktur,7,534,4,"Python, TensorFlow",Eksekusi,Error sistem saat UAT,SDM,Low,Low,Terjadi,Audit ulang pipeline,Gagal
P08766,Project 8766,Web Dev,4,114,9,"Java, SAP",Eksekusi,Developer utama mengundurkan diri,Waktu,Low,Low,Terjadi,Redundansi sensor dan buffer data,Gagal
P08767,Project 8767,Mobile App,6,703,11,"Laravel, MySQL",Perencanaan,Server downtime during deployment,Waktu,Low,Low,Potensial,Fix bug dan ulang UAT,Gagal
P08768,Project 8768,Enterprise,10,222,14,"Java, SAP",Penutupan,Sensor gagal mengirim data real-time,Waktu,Medium,Medium,Terjadi,Tambahkan sesi dokumentasi di akhir proyek,Berhasil
P08769,Project 8769,AI,5,427,13,"Python, Node-RED",Eksekusi,Kurangnya dokumentasi,Teknis,Medium,High,Potensial,Fix bug dan ulang UAT,Berhasil
P08770,Project 8770,AI / IoT,3,425,14,"Docker, Jenkins, Python",Eksekusi,Salah konfigurasi pipeline CI/CD,SDM,Medium,Medium,Potensial,Audit ulang pipeline,Berhasil
P08771,Project 8771,AI / IoT,3,373,7,"React, Node.js, MongoDB",Eksekusi,Tujuan proyek tidak didefinisikan dengan baik,Scope,Low,Low,Terjadi,Workshop bersama stakeholder,Gagal
P08772,Project 8772,AI / IoT,7,323,12,"Laravel, MySQL",Perencanaan,Salah konfigurasi pipeline CI/CD,Teknis,Medium,High,Terjadi,Audit ulang pipeline,Berhasil
P08773,Project 8773,Mobile App,3,344,5,"PHP, MySQL",Eksekusi,Kurangnya dokumentasi,Scope,High,Medium,Potensial,Redundansi sensor dan buffer data,Tertunda
P08774,Project 8774,Web Dev,8,808,4,"Java, SAP",Perencanaan,Developer utama mengundurkan diri,Waktu,Medium,High,Potensial,Redundansi sensor dan buffer data,Tertunda
P08775,Project 8775,Enterprise,7,837,5,"React, Node.js, MongoDB",Eksekusi,Modul pembayaran gagal terkoneksi,Scope,High,Low,Terjadi,Revisi WBS dan perencanaan ulang,Berhasil
P08776,Project 8776,ERP,5,701,11,"Python, TensorFlow",Perencanaan,Dataset tidak cukup representatif,Teknis,Medium,Low,Terjadi,Rekrut developer pengganti sementara,Berhasil
P08777,Project 8777,Infrastruktur,15,216,11,"AWS, Python",Penutupan,Salah konfigurasi pipeline CI/CD,SDM,High,Low,Terjadi,Workshop bersama stakeholder,Tertunda
